# mH (GeV) 	H → bb 	H → ττ 	H → μμ 	H → ss 	H → cc 	H → tt   H → gg 	H → γγ 	H → Zγ 	H → WW 	H → ZZ 	Total ΓH (GeV)
# Computed with HDECAY 6.51, with electroweak corrections turned off and ss, bb, gg and μμ branching fractions set to zero by hand, using the
# files hdecay.f.heavySM and hdecay.in.heavySM.
#
# PS 2016-09-23
#
 7150.00      0.000     0.8369E-07  0.000      0.000     0.2004E-07 0.1462E-02        0.000     0.9152E-06 0.7716E-06 0.6659     0.3326     0.1770E+06
 7200.00      0.000     0.8253E-07  0.000      0.000     0.1974E-07 0.1440E-02        0.000     0.9152E-06 0.7723E-06 0.6660     0.3326     0.1808E+06
 7250.00      0.000     0.8140E-07  0.000      0.000     0.1946E-07 0.1419E-02        0.000     0.9152E-06 0.7730E-06 0.6660     0.3326     0.1845E+06
 7300.00      0.000     0.8029E-07  0.000      0.000     0.1917E-07 0.1399E-02        0.000     0.9153E-06 0.7737E-06 0.6660     0.3326     0.1884E+06
 7350.00      0.000     0.7920E-07  0.000      0.000     0.1890E-07 0.1379E-02        0.000     0.9153E-06 0.7744E-06 0.6660     0.3326     0.1923E+06
 7400.00      0.000     0.7814E-07  0.000      0.000     0.1863E-07 0.1359E-02        0.000     0.9153E-06 0.7751E-06 0.6660     0.3326     0.1962E+06
 7450.00      0.000     0.7709E-07  0.000      0.000     0.1837E-07 0.1340E-02        0.000     0.9153E-06 0.7758E-06 0.6660     0.3326     0.2002E+06
 7500.00      0.000     0.7607E-07  0.000      0.000     0.1811E-07 0.1321E-02        0.000     0.9153E-06 0.7765E-06 0.6660     0.3326     0.2043E+06
 7550.00      0.000     0.7506E-07  0.000      0.000     0.1785E-07 0.1302E-02        0.000     0.9153E-06 0.7771E-06 0.6660     0.3326     0.2084E+06
 7600.00      0.000     0.7408E-07  0.000      0.000     0.1761E-07 0.1284E-02        0.000     0.9153E-06 0.7777E-06 0.6661     0.3327     0.2126E+06
 7650.00      0.000     0.7312E-07  0.000      0.000     0.1736E-07 0.1267E-02        0.000     0.9153E-06 0.7784E-06 0.6661     0.3327     0.2168E+06
 7700.00      0.000     0.7217E-07  0.000      0.000     0.1713E-07 0.1249E-02        0.000     0.9153E-06 0.7790E-06 0.6661     0.3327     0.2211E+06
 7750.00      0.000     0.7124E-07  0.000      0.000     0.1689E-07 0.1232E-02        0.000     0.9153E-06 0.7796E-06 0.6661     0.3327     0.2254E+06
 7800.00      0.000     0.7033E-07  0.000      0.000     0.1666E-07 0.1216E-02        0.000     0.9153E-06 0.7802E-06 0.6661     0.3327     0.2298E+06
 7850.00      0.000     0.6944E-07  0.000      0.000     0.1644E-07 0.1199E-02        0.000     0.9153E-06 0.7808E-06 0.6661     0.3327     0.2342E+06
 7900.00      0.000     0.6856E-07  0.000      0.000     0.1622E-07 0.1183E-02        0.000     0.9153E-06 0.7814E-06 0.6661     0.3327     0.2387E+06
 7950.00      0.000     0.6770E-07  0.000      0.000     0.1600E-07 0.1168E-02        0.000     0.9153E-06 0.7820E-06 0.6661     0.3327     0.2433E+06
 8000.00      0.000     0.6686E-07  0.000      0.000     0.1579E-07 0.1152E-02        0.000     0.9153E-06 0.7825E-06 0.6661     0.3327     0.2479E+06
 8050.00      0.000     0.6603E-07  0.000      0.000     0.1559E-07 0.1137E-02        0.000     0.9153E-06 0.7831E-06 0.6662     0.3327     0.2526E+06
 8100.00      0.000     0.6522E-07  0.000      0.000     0.1538E-07 0.1122E-02        0.000     0.9153E-06 0.7836E-06 0.6662     0.3327     0.2573E+06
 8150.00      0.000     0.6442E-07  0.000      0.000     0.1518E-07 0.1108E-02        0.000     0.9153E-06 0.7842E-06 0.6662     0.3327     0.2621E+06
 8200.00      0.000     0.6364E-07  0.000      0.000     0.1499E-07 0.1094E-02        0.000     0.9153E-06 0.7847E-06 0.6662     0.3327     0.2670E+06
 8250.00      0.000     0.6287E-07  0.000      0.000     0.1480E-07 0.1080E-02        0.000     0.9153E-06 0.7852E-06 0.6662     0.3327     0.2719E+06
 8300.00      0.000     0.6212E-07  0.000      0.000     0.1461E-07 0.1066E-02        0.000     0.9153E-06 0.7857E-06 0.6662     0.3327     0.2769E+06
 8350.00      0.000     0.6138E-07  0.000      0.000     0.1442E-07 0.1052E-02        0.000     0.9153E-06 0.7863E-06 0.6662     0.3327     0.2819E+06
 8400.00      0.000     0.6065E-07  0.000      0.000     0.1424E-07 0.1039E-02        0.000     0.9153E-06 0.7868E-06 0.6662     0.3327     0.2870E+06
 8450.00      0.000     0.5993E-07  0.000      0.000     0.1406E-07 0.1026E-02        0.000     0.9153E-06 0.7872E-06 0.6662     0.3328     0.2921E+06
 8500.00      0.000     0.5923E-07  0.000      0.000     0.1389E-07 0.1014E-02        0.000     0.9153E-06 0.7877E-06 0.6662     0.3328     0.2974E+06
 8550.00      0.000     0.5854E-07  0.000      0.000     0.1372E-07 0.1001E-02        0.000     0.9153E-06 0.7882E-06 0.6662     0.3328     0.3026E+06
 8600.00      0.000     0.5786E-07  0.000      0.000     0.1355E-07 0.9888E-03        0.000     0.9153E-06 0.7887E-06 0.6662     0.3328     0.3080E+06
 8650.00      0.000     0.5719E-07  0.000      0.000     0.1339E-07 0.9767E-03        0.000     0.9153E-06 0.7892E-06 0.6663     0.3328     0.3134E+06
 8700.00      0.000     0.5654E-07  0.000      0.000     0.1322E-07 0.9649E-03        0.000     0.9153E-06 0.7896E-06 0.6663     0.3328     0.3188E+06
 8750.00      0.000     0.5590E-07  0.000      0.000     0.1306E-07 0.9533E-03        0.000     0.9153E-06 0.7901E-06 0.6663     0.3328     0.3244E+06
 8800.00      0.000     0.5526E-07  0.000      0.000     0.1291E-07 0.9418E-03        0.000     0.9153E-06 0.7905E-06 0.6663     0.3328     0.3300E+06
 8850.00      0.000     0.5464E-07  0.000      0.000     0.1275E-07 0.9306E-03        0.000     0.9153E-06 0.7910E-06 0.6663     0.3328     0.3356E+06
 8900.00      0.000     0.5403E-07  0.000      0.000     0.1260E-07 0.9196E-03        0.000     0.9153E-06 0.7914E-06 0.6663     0.3328     0.3413E+06
 8950.00      0.000     0.5343E-07  0.000      0.000     0.1245E-07 0.9088E-03        0.000     0.9153E-06 0.7918E-06 0.6663     0.3328     0.3471E+06
 9000.00      0.000     0.5283E-07  0.000      0.000     0.1231E-07 0.8981E-03        0.000     0.9153E-06 0.7922E-06 0.6663     0.3328     0.3530E+06
 9050.00      0.000     0.5225E-07  0.000      0.000     0.1216E-07 0.8876E-03        0.000     0.9153E-06 0.7927E-06 0.6663     0.3328     0.3589E+06
 9100.00      0.000     0.5168E-07  0.000      0.000     0.1202E-07 0.8774E-03        0.000     0.9153E-06 0.7931E-06 0.6663     0.3328     0.3649E+06
 9150.00      0.000     0.5112E-07  0.000      0.000     0.1188E-07 0.8672E-03        0.000     0.9153E-06 0.7935E-06 0.6663     0.3328     0.3709E+06
 9200.00      0.000     0.5056E-07  0.000      0.000     0.1175E-07 0.8573E-03        0.000     0.9152E-06 0.7939E-06 0.6663     0.3328     0.3770E+06
 9250.00      0.000     0.5002E-07  0.000      0.000     0.1161E-07 0.8475E-03        0.000     0.9152E-06 0.7943E-06 0.6663     0.3328     0.3832E+06
 9300.00      0.000     0.4948E-07  0.000      0.000     0.1148E-07 0.8379E-03        0.000     0.9152E-06 0.7947E-06 0.6663     0.3328     0.3894E+06
 9350.00      0.000     0.4895E-07  0.000      0.000     0.1135E-07 0.8285E-03        0.000     0.9152E-06 0.7950E-06 0.6663     0.3328     0.3957E+06
 9400.00      0.000     0.4844E-07  0.000      0.000     0.1122E-07 0.8192E-03        0.000     0.9152E-06 0.7954E-06 0.6664     0.3328     0.4021E+06
